obj_type,vpid,snomed_id,bnf_code,dmd_name,bnf_name,form_route
amp,329714006,24411000001107,1001010K0AAAAAA,Indometacin 25mg capsules (Actavis UK Ltd),Indometacin 25mg capsules,capsule.oral
amp,329714006,387211000001109,1001010K0AAAAAA,Indometacin 25mg capsules (Alliance Healthcare (Distribution) Ltd),Indometacin 25mg capsules,capsule.oral
amp,329714006,564511000001104,1001010K0AAAAAA,Indometacin 25mg capsules (The Boots Company Plc),Indometacin 25mg capsules,capsule.oral
amp,329714006,746311000001109,1001010K0AAAAAA,Indometacin 25mg capsules (A A H Pharmaceuticals Ltd),Indometacin 25mg capsules,capsule.oral
amp,329714006,770811000001101,1001010K0AAAAAA,Indometacin 25mg capsules (Kent Pharmaceuticals Ltd),Indometacin 25mg capsules,capsule.oral
amp,329714006,4331311000001106,1001010K0AAAAAA,Indometacin 25mg capsules (Sandoz Ltd),Indometacin 25mg capsules,capsule.oral
amp,329714006,10381711000001100,1001010K0AAAAAA,Indometacin 25mg capsules (Arrow Generics Ltd),Indometacin 25mg capsules,capsule.oral
amp,329714006,11017711000001100,1001010K0AAAAAA,Indometacin 25mg capsules (Dr Reddy's Laboratories (UK) Ltd),Indometacin 25mg capsules,capsule.oral
amp,329714006,11405211000001107,1001010K0AAAAAA,Indometacin 25mg capsules (Almus Pharmaceuticals Ltd),Indometacin 25mg capsules,capsule.oral
amp,329714006,14783711000001102,1001010K0AAAAAA,Indometacin 25mg capsules (Boston Healthcare Ltd),Indometacin 25mg capsules,capsule.oral
amp,329714006,17932611000001107,1001010K0AAAAAA,Indometacin 25mg capsules (Phoenix Healthcare Distribution Ltd),Indometacin 25mg capsules,capsule.oral
amp,329714006,18559111000001109,1001010K0AAAAAA,Indometacin 25mg capsules (Bristol Laboratories Ltd),Indometacin 25mg capsules,capsule.oral
amp,329714006,20324411000001101,1001010K0AAAAAA,Indometacin 25mg capsules (Genesis Pharmaceuticals Ltd),Indometacin 25mg capsules,capsule.oral
amp,329714006,22061111000001107,1001010K0AAAAAA,Indometacin 25mg capsules (Waymade Healthcare Plc),Indometacin 25mg capsules,capsule.oral
amp,329714006,24176011000001109,1001010K0AAAAAA,Indometacin 25mg capsules (DE Pharmaceuticals),Indometacin 25mg capsules,capsule.oral
amp,329714006,26779711000001102,1001010K0AAAAAA,Indometacin 25mg capsules (Tillomed Laboratories Ltd),Indometacin 25mg capsules,capsule.oral
amp,329714006,29877911000001101,1001010K0AAAAAA,Indometacin 25mg capsules (Sigma Pharmaceuticals Plc),Indometacin 25mg capsules,capsule.oral
amp,329714006,34016011000001105,1001010K0AAAAAA,Indometacin 25mg capsules (Crescent Pharma Ltd),Indometacin 25mg capsules,capsule.oral
amp,329715007,100211000001103,1001010K0AAABAB,Indometacin 50mg capsules (Actavis UK Ltd),Indometacin 50mg capsules,capsule.oral
amp,329715007,525611000001106,1001010K0AAABAB,Indometacin 50mg capsules (Mylan),Indometacin 50mg capsules,capsule.oral
amp,329715007,604011000001100,1001010K0AAABAB,Indometacin 50mg capsules (Alliance Healthcare (Distribution) Ltd),Indometacin 50mg capsules,capsule.oral
amp,329715007,749911000001101,1001010K0AAABAB,Indometacin 50mg capsules (Kent Pharmaceuticals Ltd),Indometacin 50mg capsules,capsule.oral
amp,329715007,787911000001104,1001010K0AAABAB,Indometacin 50mg capsules (The Boots Company Plc),Indometacin 50mg capsules,capsule.oral
amp,329715007,799011000001106,1001010K0AAABAB,Indometacin 50mg capsules (A A H Pharmaceuticals Ltd),Indometacin 50mg capsules,capsule.oral
amp,329715007,4331511000001100,1001010K0AAABAB,Indometacin 50mg capsules (Sandoz Ltd),Indometacin 50mg capsules,capsule.oral
amp,329715007,9807011000001106,1001010K0AAABAB,Indometacin 50mg capsules (Almus Pharmaceuticals Ltd),Indometacin 50mg capsules,capsule.oral
amp,329715007,11017511000001105,1001010K0AAABAB,Indometacin 50mg capsules (Dr Reddy's Laboratories (UK) Ltd),Indometacin 50mg capsules,capsule.oral
amp,329715007,17932811000001106,1001010K0AAABAB,Indometacin 50mg capsules (Phoenix Healthcare Distribution Ltd),Indometacin 50mg capsules,capsule.oral
amp,329715007,20324611000001103,1001010K0AAABAB,Indometacin 50mg capsules (Genesis Pharmaceuticals Ltd),Indometacin 50mg capsules,capsule.oral
amp,329715007,22061611000001104,1001010K0AAABAB,Indometacin 50mg capsules (Waymade Healthcare Plc),Indometacin 50mg capsules,capsule.oral
amp,329715007,24176411000001100,1001010K0AAABAB,Indometacin 50mg capsules (DE Pharmaceuticals),Indometacin 50mg capsules,capsule.oral
amp,329715007,26780111000001103,1001010K0AAABAB,Indometacin 50mg capsules (Tillomed Laboratories Ltd),Indometacin 50mg capsules,capsule.oral
amp,329715007,28919111000001108,1001010K0AAABAB,Indometacin 50mg capsules (Crescent Pharma Ltd),Indometacin 50mg capsules,capsule.oral
amp,329715007,29878111000001103,1001010K0AAABAB,Indometacin 50mg capsules (Sigma Pharmaceuticals Plc),Indometacin 50mg capsules,capsule.oral
amp,36046811000001101,853011000001103,1001010K0AAADAD,Indometacin 75mg modified-release capsules (Kent Pharmaceuticals Ltd),Indometacin 75mg modified-release capsules,capsulemodified-release.oral
amp,8561611000001108,8544911000001109,1001010K0AAAQAQ,Indometacin 25mg/5ml oral solution (Special Order),Indometacin 25mg/5ml oral solution,solution.oral
amp,12638711000001104,12602811000001100,1001010K0AAARAR,Indometacin 20mg/5ml oral suspension (Special Order),Indometacin 20mg/5ml oral liquid,suspension.oral
amp,12638611000001108,12603111000001101,1001010K0AAARAR,Indometacin 20mg/5ml oral solution (Special Order),Indometacin 20mg/5ml oral liquid,solution.oral
amp,12639111000001107,12604011000001100,1001010K0AAASAS,Indometacin 3mg/5ml oral suspension (Special Order),Indometacin 3mg/5ml oral liquid,suspension.oral
