obj_type,vpid,snomed_id,bnf_code,dmd_name,bnf_name,form_route
amp,4557011000001104,4545511000001100,1001010ADBBAAAB,Nurofen Advance 200mg tablets (Crookes Healthcare Ltd),Nurofen Advance 200mg tablets,tablet.oral
amp,10245111000001102,10239611000001109,1001010ADBCABAC,Nurofen Maximum Strength Migraine Pain 684mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),Nurofen Maximum Strength Migraine Pain 684mg caplets,tablet.oral
amp,4557011000001104,4603811000001101,1001010ADBCACAB,Nurofen Migraine Pain 342mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Nurofen Migraine Pain 342mg tablets,tablet.oral
amp,4557011000001104,9511211000001108,1001010ADBDAAAB,Nurofen Tension Headache 342mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),Nurofen Tension Headache 342mg caplets,tablet.oral
amp,4557011000001104,11934111000001109,1001010ADBEAAAB,Nurofen Express 342mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),Nurofen Express 342mg caplets,tablet.oral
amp,10245111000001102,11935111000001108,1001010ADBEABAC,Nurofen Express 684mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),Nurofen Express 684mg caplets,tablet.oral
amp,21681311000001104,21679511000001103,1001010ADBEACAD,Nurofen Express Soluble 400mg oral powder sachets (Reckitt Benckiser Healthcare (UK) Ltd),Nurofen Express Soluble 400mg oral powder sachets,solution.oral
amp,4557011000001104,17538811000001101,1001010ADBFAAAB,Feminax Express 342mg tablets (Bayer Plc),Feminax Express 342mg tablets,tablet.oral
amp,4557011000001104,17982711000001105,1001010ADBGAAAB,Boots Rapid Ibuprofen lysine 342mg tablets (The Boots Company Plc),Boots Rapid Ibuprofen lysine 342mg tablets,tablet.oral
amp,14606211000001108,14600611000001108,1001010APBBAAAA,Nurofen Express 256mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Nurofen Express 256mg tablets,tablet.oral
amp,14606311000001100,14601611000001103,1001010APBBABAB,Nurofen Express 512mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Nurofen Express 512mg tablets,tablet.oral
amp,14606211000001108,14740311000001102,1001010APBBACAA,Nurofen Express 256mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),Nurofen Express 256mg caplets,tablet.oral
amp,14606211000001108,31393111000001107,1001010APBCAAAA,Nurofen Joint & Back Pain Relief 256mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Nurofen Joint & Back Pain Relief 256mg tablets,tablet.oral
amp,14606311000001100,31394111000001109,1001010APBCABAB,Nurofen Max Strength Joint & Back Pain Relief 512mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),Nurofen Max Strength Joint & Back Pain Relief 512mg tablets,tablet.oral
amp,14606211000001108,31394411000001104,1001010APBCACAA,Nurofen Joint & Back Pain Relief 256mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),Nurofen Joint & Back Pain Relief 256mg caplets,tablet.oral
amp,370195008,14703311000001100,1001010J0AAAAAA,Ibuprofen 200mg capsules (Numark Ltd),Ibuprofen 200mg capsules,capsule.oral
